Sampling Period,Municipality,Land use,Heavy metal,Heavy metal concentration (mg/kg DM),Remarks,Year,Sampling date
1990-1994,Zuzwil (BE),Crop cultivation,cadmium,0.2,-,1993,28.04.1993
1990-1994,Coldrerio,Crop cultivation,cadmium,0.3,-,1993,22.09.1993
2000-2004,Dübendorf,Crop cultivation,cadmium,0.29,-,2000,22.02.2000
2005-2009,Cornol,Crop cultivation,cadmium,0.12,-,2008,27.02.2008
1985-1989,Coldrerio,Crop cultivation,cadmium,0.28,-,1988,14.12.1988
2015-2019,Cornol,Crop cultivation,cadmium,0.17,-,2018,27.03.2018
2000-2004,Cornol,Crop cultivation,cadmium,0.16,-,2003,06.08.2003
1990-1994,Dübendorf,Crop cultivation,cadmium,0.28,-,1990,13.03.1990
1985-1989,Dübendorf,Crop cultivation,cadmium,0.28,-,1985,30.10.1985
1995-1999,Staffelbach,Mixed forest,cadmium,0.07,-,1999,10.03.1999
2015-2019,Mels,Mixed forest,cadmium,0.12,-,2018,29.05.2018
1990-1994,Mels,Mixed forest,cadmium,0.11,-,1993,04.08.1993
1990-1994,Staffelbach,Mixed forest,cadmium,0.08,-,1994,09.03.1994
2005-2009,Mels,Mixed forest,cadmium,0.11,-,2008,30.04.2008
1990-1994,Stammheim,Mixed forest,cadmium,0.19,-,1994,11.05.1994
1985-1989,Staffelbach,Mixed forest,cadmium,0.08,-,1989,19.04.1989
1990-1994,Staatswald Galm,Mixed forest,cadmium,0.07,-,1994,20.09.1994
1985-1989,Staatswald Galm,Mixed forest,cadmium,0.07,-,1989,14.06.1989
1995-1999,Stammheim,Mixed forest,cadmium,0.19,-,1999,03.03.1999
1990-1994,Langenthal,Mixed forest,cadmium,0.13,-,1994,25.05.1994
1995-1999,Langenthal,Mixed forest,cadmium,0.11,-,1999,07.01.1999
2010-2014,Langenthal,Mixed forest,cadmium,0.11,-,2014,10.03.2014
2015-2019,Langenthal,Mixed forest,cadmium,0.12,-,2019,11.04.2019
1995-1999,Montanaire,Mixed forest,cadmium,0.06,-,1999,31.03.1999
1995-1999,Mels,Mixed forest,cadmium,0.14,-,1998,14.05.1998
2010-2014,Mels,Mixed forest,cadmium,0.14,-,2013,04.06.2013
1985-1989,Montanaire,Mixed forest,cadmium,0.07,-,1989,14.06.1989
2005-2009,Montanaire,Mixed forest,cadmium,0.06,-,2009,01.04.2009
1985-1989,Duggingen,Grassland,cadmium,0.64,-,1988,05.07.1988
1995-1999,Duggingen,Grassland,cadmium,0.68,-,1998,25.02.1998
1985-1989,Le Cerneux-Péquignot,Grassland,cadmium,0.57,-,1989,11.04.1989
2005-2009,Le Cerneux-Péquignot,Grassland,cadmium,0.57,-,2009,07.05.2009
1990-1994,Duggingen,Grassland,cadmium,0.71,-,1993,28.04.1993
1990-1994,Aadorf,Grassland,cadmium,0.31,-,1994,13.09.1994
1985-1989,Hochdorf,Grassland,cadmium,0.31,-,1986,14.10.1986
2010-2014,Aadorf,Grassland,cadmium,0.36,-,2014,26.03.2014
2000-2004,Duggingen,Grassland,cadmium,0.63,-,2003,17.04.2003
2010-2014,Duggingen,Grassland,cadmium,0.6,-,2013,26.06.2013
1990-1994,Realp,Grassland,cadmium,0.08,-,1994,27.07.1994
2015-2019,Le Cerneux-Péquignot,Grassland,cadmium,0.53,-,2019,26.03.2019
1990-1994,Le Cerneux-Péquignot,Grassland,cadmium,0.53,-,1994,09.11.1994
1995-1999,Staatswald Galm,Mixed forest,cadmium,0.06,-,1999,20.04.1999
2000-2004,Le Cerneux-Péquignot,Grassland,cadmium,0.59,-,2004,17.05.2004
1985-1989,Realp,Grassland,cadmium,0.09,-,1989,19.09.1989
2010-2014,Le Cerneux-Péquignot,Grassland,cadmium,0.52,-,2014,19.03.2014
1990-1994,Ependes (VD),Grassland,cadmium,0.23,-,1994,27.09.1994
1995-1999,Realp,Grassland,cadmium,0.09,-,1999,07.07.1999
2005-2009,Wettingen,Mixed forest,cadmium,0.31,-,2009,06.05.2009
1985-1989,Zürich,Mixed forest,cadmium,0.18,-,1989,24.05.1989
1995-1999,Muntogna da Schons,Grassland,cadmium,0.18,-,1998,13.05.1998
1995-1999,Zürich,Mixed forest,cadmium,0.27,-,1999,10.03.1999
1990-1994,Zürich,Mixed forest,cadmium,0.23,-,1994,13.09.1994
2015-2019,Disentis/Mustér,Grassland,cadmium,0.21,-,2018,11.04.2018
1995-1999,Trub,Grassland,cadmium,0.11,-,1998,07.01.1998
1985-1989,La Brévine,Grassland,cadmium,1.87,-,1989,11.04.1989
1990-1994,Trub,Grassland,cadmium,0.12,-,1993,08.06.1993
2010-2014,Trub,Grassland,cadmium,0.12,-,2013,24.04.2013
1985-1989,Surses,Grassland,cadmium,0.2,-,1988,27.07.1988
1995-1999,Wettingen,Mixed forest,cadmium,0.38,-,1999,09.03.1999
2010-2014,Ependes (VD),Grassland,cadmium,0.19,-,2014,27.03.2014
1990-1994,Surses,Grassland,cadmium,0.21,-,1993,29.06.1993
1995-1999,Ependes (VD),Grassland,cadmium,0.25,-,1999,26.04.1999
2000-2004,Wettingen,Mixed forest,cadmium,0.33,-,2005,13.09.2005
1990-1994,Wettingen,Mixed forest,cadmium,0.36,-,1994,15.03.1994
1995-1999,Surses,Grassland,cadmium,0.21,-,1998,16.07.1998
2000-2004,Ependes (VD),Grassland,cadmium,0.23,-,2004,09.06.2004
2000-2004,Langenthal,Mixed forest,cadmium,0.12,-,2004,10.06.2004
2015-2019,Montanaire,Mixed forest,cadmium,0.07,-,2019,23.05.2019
1985-1989,Langenthal,Mixed forest,cadmium,0.13,-,1989,29.03.1989
1990-1994,Disentis/Mustér,Grassland,cadmium,0.2,-,1993,29.06.1993
2010-2014,Montanaire,Mixed forest,cadmium,0.05,-,2014,01.04.2014
2000-2004,Mels,Mixed forest,cadmium,0.13,-,2003,22.09.2003
1985-1989,Mels,Mixed forest,cadmium,0.12,-,1988,01.06.1988
2005-2009,Langenthal,Mixed forest,cadmium,0.1,-,2009,12.03.2009
1985-1989,Stammheim,Mixed forest,cadmium,0.22,-,1989,24.05.1989
1985-1989,Wettingen,Mixed forest,cadmium,0.33,-,1989,26.04.1989
2010-2014,Disentis/Mustér,Grassland,cadmium,0.18,-,2013,17.04.2013
1995-1999,Disentis/Mustér,Grassland,cadmium,0.23,-,1998,13.05.1998
2015-2019,Ependes (VD),Grassland,cadmium,0.22,-,2019,25.03.2019
2005-2009,Trub,Grassland,cadmium,0.12,-,2008,23.04.2008
1990-1994,Muntogna da Schons,Grassland,cadmium,0.16,-,1993,01.07.1993
2015-2019,Trub,Grassland,cadmium,0.14,-,2018,17.04.2018
2005-2009,Ependes (VD),Grassland,cadmium,0.23,-,2009,01.04.2009
1985-1989,Ependes (VD),Grassland,cadmium,0.25,-,1989,14.06.1989
1985-1989,Trub,Grassland,cadmium,0.12,-,1988,27.04.1988
2015-2019,Eschenbach (LU),Crop cultivation,cadmium,0.37,-,2016,07.07.2016
2010-2014,Oberriet (SG),Crop cultivation,cadmium,0.35,-,2012,29.03.2012
1985-1989,Oberriet (SG),Crop cultivation,cadmium,0.35,-,1987,23.09.1987
2010-2014,Mörschwil,Grassland,cadmium,0.4,-,2013,18.03.2013
2000-2004,Eschenbach (LU),Crop cultivation,cadmium,0.38,-,2001,31.05.2001
1985-1989,Niedermuhlern,Crop cultivation,cadmium,0.21,-,1986,07.05.1986
2015-2019,Niedermuhlern,Crop cultivation,cadmium,0.19,-,2016,22.03.2016
2000-2004,Niedermuhlern,Crop cultivation,cadmium,0.19,-,2001,05.06.2001
2005-2009,Oberriet (SG),Crop cultivation,cadmium,0.33,-,2007,27.03.2007
2005-2009,Niedermuhlern,Crop cultivation,cadmium,0.2,-,2006,04.04.2006
2000-2004,Attalens,Grassland,cadmium,0.21,-,2003,23.04.2003
2005-2009,Attalens,Grassland,cadmium,0.21,-,2008,12.03.2008
2005-2009,Gais,Grassland,cadmium,0.31,-,2009,23.04.2009
1995-1999,Attalens,Grassland,cadmium,0.22,-,1998,04.03.1998
1985-1989,Attalens,Grassland,cadmium,0.22,-,1988,20.07.1988
1985-1989,Mörschwil,Grassland,cadmium,0.37,-,1988,04.08.1988
2010-2014,Attalens,Grassland,cadmium,0.26,-,2013,03.04.2013
2015-2019,Attalens,Grassland,cadmium,0.18,-,2020,04.03.2020
2015-2019,Mörschwil,Grassland,cadmium,0.36,-,2018,14.03.2018
2010-2014,Binningen,Crop cultivation,cadmium,0.22,-,2010,03.03.2010
1985-1989,Binningen,Crop cultivation,cadmium,0.23,-,1985,27.08.1985
1995-1999,Dübendorf,Crop cultivation,cadmium,0.29,-,1995,05.04.1995
2005-2009,Binningen,Crop cultivation,cadmium,0.3,-,2005,12.04.2005
2005-2009,Zuzwil (BE),Crop cultivation,cadmium,0.26,-,2008,21.02.2008
1995-1999,Niedermuhlern,Crop cultivation,cadmium,0.21,-,1996,24.04.1996
2000-2004,Zuzwil (BE),Crop cultivation,cadmium,0.21,-,2003,08.07.2003
2010-2014,Niedermuhlern,Crop cultivation,cadmium,0.19,-,2011,08.03.2011
2015-2019,Zuzwil (BE),Crop cultivation,cadmium,0.21,-,2018,26.03.2018
1995-1999,Zuzwil (BE),Crop cultivation,cadmium,0.18,-,1998,06.01.1998
1985-1989,Val-de-Ruz,Crop cultivation,cadmium,0.24,-,1986,10.09.1986
1995-1999,Val-de-Ruz,Crop cultivation,cadmium,0.24,-,1996,10.04.1996
2000-2004,Oberriet (SG),Crop cultivation,cadmium,0.34,-,2002,30.04.2002
2005-2009,Koppigen,Crop cultivation,cadmium,0.17,-,2006,09.08.2006
2000-2004,Val-de-Ruz,Crop cultivation,cadmium,0.24,-,2001,06.09.2001
2015-2019,Oberriet (SG),Crop cultivation,cadmium,0.22,-,2017,23.02.2017
2010-2014,Zuzwil (BE),Crop cultivation,cadmium,0.23,-,2013,04.03.2013
1995-1999,Oberriet (SG),Crop cultivation,cadmium,0.34,-,1997,02.09.1997
1990-1994,Oberriet (SG),Crop cultivation,cadmium,0.36,-,1992,20.10.1992
1990-1994,Payerne,Grassland,cadmium,0.15,-,1990,06.03.1990
2000-2004,Küssnacht (SZ),Grassland,cadmium,0.29,-,2010,15.04.2010
1985-1989,Nesslau,Grassland,cadmium,0.56,-,1989,26.09.1989
2005-2009,Duggingen,Grassland,cadmium,0.68,-,2008,07.05.2008
1990-1994,Nesslau,Grassland,cadmium,0.55,-,1994,31.08.1994
1990-1994,Gais,Grassland,cadmium,0.29,-,1994,31.08.1994
1985-1989,Gais,Grassland,cadmium,0.31,-,1989,26.09.1989
2000-2004,Gais,Grassland,cadmium,0.32,-,2004,21.04.2004
2010-2014,Gais,Grassland,cadmium,0.3,-,2014,10.04.2014
2015-2019,Gais,Grassland,cadmium,0.26,-,2019,01.05.2019
1995-1999,Hochdorf,Grassland,cadmium,0.33,-,1996,06.03.1996
1990-1994,Hochdorf,Grassland,cadmium,0.32,-,1991,26.03.1991
2005-2009,Hochdorf,Grassland,cadmium,0.28,-,2006,23.03.2006
2005-2009,Nesslau,Grassland,cadmium,0.54,-,2009,28.05.2009
2010-2014,Hochdorf,Grassland,cadmium,0.22,-,2011,23.03.2011
1995-1999,Payerne,Grassland,cadmium,0.15,-,1995,12.04.1995
2015-2019,Payerne,Grassland,cadmium,0.17,-,2015,16.03.2015
2000-2004,Hochdorf,Grassland,cadmium,0.29,-,2001,31.05.2001
2015-2019,Duggingen,Grassland,cadmium,0.76,-,2017,21.03.2017
1990-1994,Mörschwil,Grassland,cadmium,0.4,-,1993,03.08.1993
2005-2009,Mörschwil,Grassland,cadmium,0.38,-,2008,13.02.2008
1995-1999,Gais,Grassland,cadmium,0.3,-,1999,27.07.1999
1990-1994,La Brévine,Grassland,cadmium,1.89,-,1994,09.11.1994
1985-1989,Muntogna da Schons,Grassland,cadmium,0.16,-,1988,26.07.1988
1990-1994,Attalens,Grassland,cadmium,0.23,-,1993,03.11.1993
1995-1999,Le Cerneux-Péquignot,Grassland,cadmium,0.57,-,1999,23.06.1999
2000-2004,Mörschwil,Grassland,cadmium,0.39,-,2003,28.05.2003
1995-1999,Mörschwil,Grassland,cadmium,0.36,-,1998,31.03.1998
2005-2009,Payerne,Grassland,cadmium,0.19,-,2005,31.05.2005
1985-1989,Payerne,Grassland,cadmium,0.16,-,1985,16.10.1985
2000-2004,Disentis/Mustér,Grassland,cadmium,0.19,-,2003,07.07.2003
2000-2004,Payerne,Grassland,cadmium,0.17,-,2000,04.04.2000
2010-2014,Payerne,Grassland,cadmium,0.18,-,2010,04.03.2010
1985-1989,Disentis/Mustér,Grassland,cadmium,0.21,-,1988,25.07.1988
2000-2004,Trub,Grassland,cadmium,0.1,-,2003,03.06.2003
2005-2009,Disentis/Mustér,Grassland,cadmium,0.22,-,2008,05.06.2008
1995-1999,La Brévine,Grassland,cadmium,1.91,-,1999,23.06.1999
1985-1989,Köniz,Crop cultivation,cadmium,0.19,-,1986,01.07.1986
1985-1989,Leuggern,Crop cultivation,cadmium,0.16,-,1986,20.08.1986
1995-1999,Leuggern,Crop cultivation,cadmium,0.16,-,1996,20.03.1996
2000-2004,Vouvry,Crop cultivation,cadmium,0.17,-,2004,17.03.2004
2000-2004,Schleitheim,Crop cultivation,cadmium,0.36,-,2001,05.09.2001
1995-1999,Landquart,Crop cultivation,cadmium,0.38,-,1998,14.05.1998
2015-2019,Landquart,Crop cultivation,cadmium,0.45,-,2017,22.02.2017
1995-1999,Vallon,Crop cultivation,cadmium,0.34,-,1997,23.09.1997
1995-1999,Köniz,Crop cultivation,cadmium,0.2,-,1996,06.06.1996
1990-1994,Köniz,Crop cultivation,cadmium,0.18,-,1991,03.04.1991
2015-2019,Mathod,Special crops,cadmium,1.01,-,2018,02.05.2018
2000-2004,Bellinzona,Special crops,cadmium,0.43,-,2004,02.03.2004
2000-2004,Dällikon,Special crops,cadmium,0.28,-,2003,24.06.2003
1990-1994,Mathod,Special crops,cadmium,0.59,-,1993,27.10.1993
1985-1989,Mathod,Special crops,cadmium,0.61,-,1988,12.07.1988
1995-1999,Schleitheim,Crop cultivation,cadmium,0.34,-,1996,23.04.1996
1990-1994,Leuggern,Crop cultivation,cadmium,0.16,-,1991,15.04.1991
1985-1989,Schleitheim,Crop cultivation,cadmium,0.35,-,1986,13.08.1986
2015-2019,Schleitheim,Crop cultivation,cadmium,0.37,-,2016,14.03.2016
1985-1989,Gempen,Crop cultivation,cadmium,0.99,-,1988,13.04.1988
1995-1999,Vouvry,Crop cultivation,cadmium,0.17,-,1999,26.04.1999
1990-1994,Gempen,Crop cultivation,cadmium,0.99,-,1993,28.04.1993
2015-2019,Wiedlisbach,Crop cultivation,cadmium,0.3,-,2015,16.04.2015
1990-1994,Schleitheim,Crop cultivation,cadmium,0.34,-,1991,27.03.1991
2000-2004,Landquart,Crop cultivation,cadmium,0.4,-,2003,12.08.2003
2000-2004,Etoy,Crop cultivation,cadmium,0.15,-,2003,13.03.2003
1990-1994,Etoy,Crop cultivation,cadmium,0.17,-,1993,03.11.1993
1985-1989,Wiedlisbach,Crop cultivation,cadmium,0.36,-,1985,29.10.1985
1995-1999,Gempen,Crop cultivation,cadmium,0.97,-,1998,25.02.1998
1985-1989,Vallon,Crop cultivation,cadmium,0.34,-,1987,28.08.1987
2005-2009,Gempen,Crop cultivation,cadmium,0.92,-,2008,28.02.2008
2010-2014,Wiedlisbach,Crop cultivation,cadmium,0.33,-,2010,18.03.2010
2005-2009,Vallon,Crop cultivation,cadmium,0.35,-,2007,24.09.2007
2000-2004,Vallon,Crop cultivation,cadmium,0.36,-,2002,24.09.2002
1990-1994,Wiedlisbach,Crop cultivation,cadmium,0.35,-,1990,20.02.1990
2000-2004,Wiedlisbach,Crop cultivation,cadmium,0.29,-,2000,22.02.2000
2005-2009,Wiedlisbach,Crop cultivation,cadmium,0.31,-,2005,19.05.2005
1995-1999,Wiedlisbach,Crop cultivation,cadmium,0.35,-,1995,01.03.1995
2015-2019,La Neuveville,Special crops,cadmium,0.41,-,2015,15.04.2015
2005-2009,Wartau,Special crops,cadmium,0.2,-,2007,05.04.2007
1990-1994,La Neuveville,Special crops,cadmium,0.32,-,1990,06.03.1990
2010-2014,Nyon,Special crops,cadmium,0.23,-,2013,27.05.2013
2015-2019,Wartau,Special crops,cadmium,0.2,-,2016,05.04.2016
1985-1989,La Neuveville,Special crops,cadmium,0.33,-,1985,06.08.1985
2000-2004,La Neuveville,Special crops,cadmium,0.38,-,2000,12.07.2000
2005-2009,La Neuveville,Special crops,cadmium,0.34,-,2005,26.04.2005
1995-1999,La Neuveville,Special crops,cadmium,0.34,-,1995,22.03.1995
2005-2009,Conthey,Special crops,cadmium,0.18,-,2005,30.08.2005
2015-2019,Sant'Antonino,Special crops,cadmium,0.21,-,2018,13.02.2018
2010-2014,Sant'Antonino,Special crops,cadmium,0.17,-,2013,29.01.2013
1985-1989,Chamoson,Special crops,cadmium,0.51,-,1989,31.10.1989
1985-1989,Sant'Antonino,Special crops,cadmium,0.21,-,1988,13.12.1988
1990-1994,Sant'Antonino,Special crops,cadmium,0.22,-,1993,22.09.1993
2010-2014,Wartau,Special crops,cadmium,0.24,-,2012,29.03.2012
1985-1989,Nyon,Special crops,cadmium,0.28,-,1988,21.04.1988
1985-1989,Wartau,Special crops,cadmium,0.2,-,1987,04.11.1987
1990-1994,Wartau,Special crops,cadmium,0.19,-,1992,20.10.1992
1985-1989,Bellinzona,Special crops,cadmium,0.68,-,1989,09.05.1989
2010-2014,Bellinzona,Special crops,cadmium,0.41,-,2014,13.03.2014
2010-2014,Conthey,Special crops,cadmium,0.19,-,2010,17.03.2010
2015-2019,Bellinzona,Special crops,cadmium,0.35,-,2019,13.02.2019
1990-1994,Bellinzona,Special crops,cadmium,0.53,-,1994,22.11.1994
1995-1999,Mathod,Special crops,cadmium,0.64,-,1998,04.03.1998
1990-1994,Conthey,Special crops,cadmium,0.21,-,1990,09.05.1990
2010-2014,Mathod,Special crops,cadmium,0.83,-,2013,02.04.2013
2015-2019,Conthey,Special crops,cadmium,0.19,-,2015,14.04.2015
2005-2009,Bellinzona,Special crops,cadmium,0.35,-,2009,20.02.2009
1995-1999,Buchegg,Grassland,cadmium,0.18,-,1999,08.03.1999
1990-1994,Buchegg,Grassland,cadmium,0.17,-,1994,17.08.1994
2000-2004,Entlebuch,Grassland,cadmium,0.21,-,2003,15.04.2003
2010-2014,La Neuveville,Special crops,cadmium,0.34,-,2010,21.04.2010
1985-1989,Conthey,Special crops,cadmium,0.18,-,1985,31.07.1985
1990-1994,Glarus Süd,Grassland,cadmium,0.2,-,1994,03.08.1994
1995-1999,Bellinzona,Special crops,cadmium,0.36,-,1999,24.03.1999
1995-1999,Glarus Süd,Grassland,cadmium,0.16,-,1999,03.08.1999
1985-1989,Glarus Süd,Grassland,cadmium,0.17,-,1989,20.09.1989
2005-2009,Niederlenz,Deciduous forest,cobalt,3.1,-,2009,15.04.2009
2005-2009,Zuzwil (BE),Crop cultivation,cobalt,4.6,-,2008,21.02.2008
1995-1999,Vouvry,Crop cultivation,cobalt,6.2,-,1999,26.04.1999
1990-1994,Bettlach,Deciduous forest,cobalt,6,-,1993,18.08.1993
1995-1999,Kappelen,Deciduous forest,cobalt,6,-,1998,08.01.1998
2010-2014,Montanaire,Mixed forest,cobalt,4.2,-,2014,01.04.2014
2000-2004,Möhlin,Crop cultivation,cobalt,5.8,-,2001,20.08.2001
2010-2014,Unterschächen,Grassland,cobalt,8,-,2015,08.04.2015
2010-2014,Binningen,Crop cultivation,cobalt,8.6,-,2010,03.03.2010
2005-2009,Binningen,Crop cultivation,cobalt,8.5,-,2005,12.04.2005
2005-2009,Nesslau,Grassland,cobalt,5,-,2009,28.05.2009
1990-1994,Conthey,Special crops,cobalt,7.4,-,1990,09.05.1990
2000-2004,Visp,Coniferous forest,cobalt,11.3,-,2004,10.06.2004
2005-2009,Lugano,Urban park,cobalt,12.4,-,2009,19.02.2009
1985-1989,Etoy,Crop cultivation,cobalt,7.6,-,1988,19.07.1988
2010-2014,Wartau,Special crops,cobalt,8.6,-,2012,29.03.2012
2005-2009,St. Stephan,Grassland,cobalt,10.2,-,2008,06.08.2008
1990-1994,Disentis/Mustér,Grassland,cobalt,6.8,-,1993,29.06.1993
2010-2014,Disentis/Mustér,Grassland,cobalt,7,-,2013,17.04.2013
2015-2019,Binningen,Crop cultivation,cobalt,8.1,-,2015,09.04.2015
2005-2009,Trub,Grassland,cobalt,4.2,-,2008,23.04.2008
1990-1994,Unterschächen,Grassland,cobalt,8.4,-,1994,20.07.1994
1985-1989,Visp,Coniferous forest,cobalt,11.5,-,1989,08.08.1989
1985-1989,Trub,Grassland,cobalt,4.1,-,1988,27.04.1988
1995-1999,Möhlin,Crop cultivation,cobalt,6.1,-,1996,20.03.1996
1990-1994,Zuzwil (BE),Crop cultivation,cobalt,4.3,-,1993,28.04.1993
2000-2004,Zuzwil (BE),Crop cultivation,cobalt,4.5,-,2003,08.07.2003
2000-2004,Birwinken,Crop cultivation,cobalt,6.6,-,2003,10.06.2003
2005-2009,Mels,Mixed forest,cobalt,5.2,-,2008,30.04.2008
1985-1989,Zernez,Protected sites,cobalt,3.6,-,1988,09.08.1988
1995-1999,Ebikon,Grassland,cobalt,5.5,-,1999,06.01.1999
1985-1989,Ebikon,Grassland,cobalt,5.4,-,1989,29.03.1989
1990-1994,St. Moritz,Protected sites,cobalt,3.5,-,1993,11.11.1993
1990-1994,Albula/Alvra,Coniferous forest,cobalt,2,-,1993,01.07.1993
1985-1989,Mathod,Special crops,cobalt,7.7,-,1988,12.07.1988
1990-1994,Kappelen,Deciduous forest,cobalt,6.1,-,1993,31.08.1993
1985-1989,Bettlach,Deciduous forest,cobalt,5.7,-,1988,22.06.1988
1985-1989,Montanaire,Mixed forest,cobalt,3.5,-,1989,14.06.1989
1995-1999,Möhlin,Crop cultivation,cadmium,0.22,-,1996,20.03.1996
2005-2009,Landquart,Crop cultivation,cadmium,0.41,-,2008,13.02.2008
1990-1994,La Sarraz,Crop cultivation,cadmium,0.23,-,1990,06.03.1990
2010-2014,Vouvry,Crop cultivation,cadmium,0.19,-,2014,18.03.2014
2010-2014,Landquart,Crop cultivation,cadmium,0.46,-,2013,18.03.2013
2010-2014,La Sarraz,Crop cultivation,cadmium,0.25,-,2010,17.03.2010
2005-2009,Birwinken,Crop cultivation,cadmium,0.22,-,2008,14.02.2008
2015-2019,La Sarraz,Crop cultivation,cadmium,0.23,-,2015,10.03.2015
1985-1989,Vouvry,Crop cultivation,cadmium,0.15,-,1989,08.11.1989
2005-2009,Schleitheim,Crop cultivation,cadmium,0.33,-,2006,20.03.2006
2010-2014,Etoy,Crop cultivation,cadmium,0.16,-,2013,05.03.2013
2010-2014,Birwinken,Crop cultivation,cadmium,0.28,-,2013,06.03.2013
1985-1989,Etoy,Crop cultivation,cadmium,0.15,-,1988,19.07.1988
1985-1989,Landquart,Crop cultivation,cadmium,0.39,-,1988,12.08.1988
1990-1994,Landquart,Crop cultivation,cadmium,0.39,-,1993,04.08.1993
1985-1989,Möhlin,Crop cultivation,cadmium,0.16,-,1986,11.07.1986
2015-2019,Vouvry,Crop cultivation,cadmium,0.17,-,2019,19.02.2019
2005-2009,Etoy,Crop cultivation,cadmium,0.15,-,2008,13.03.2008
1990-1994,Vouvry,Crop cultivation,cadmium,0.17,-,1994,18.10.1994
2005-2009,Glarus Nord,Grassland,cobalt,11.4,-,2006,27.03.2006
1985-1989,Möhlin,Crop cultivation,cobalt,5.8,-,1986,11.07.1986
2010-2014,Zuzwil (BE),Crop cultivation,cobalt,4.6,-,2013,04.03.2013
1990-1994,Möhlin,Crop cultivation,cadmium,0.17,-,1991,27.03.1991
1985-1989,Surses,Grassland,cobalt,44.8,-,1988,27.07.1988
1985-1989,Binningen,Crop cultivation,cobalt,8.4,-,1985,27.08.1985
1985-1989,Niederlenz,Deciduous forest,cobalt,3.2,-,1989,26.04.1989
2000-2004,Bellinzona,Special crops,cobalt,3.5,-,2004,02.03.2004
1990-1994,Avully,Crop cultivation,cobalt,4.4,-,1991,06.08.1991
1990-1994,Birwinken,Crop cultivation,cadmium,0.24,-,1993,03.08.1993
2010-2014,Schleitheim,Crop cultivation,cadmium,0.34,-,2011,01.03.2011
2000-2004,Birwinken,Crop cultivation,cadmium,0.22,-,2003,10.06.2003
1995-1999,La Sarraz,Crop cultivation,cadmium,0.21,-,1995,12.04.1995
2005-2009,Vouvry,Crop cultivation,cadmium,0.15,-,2009,12.03.2009
2015-2019,Etoy,Crop cultivation,cadmium,0.16,-,2017,14.02.2017
1995-1999,Birwinken,Crop cultivation,cadmium,0.22,-,1998,31.03.1998
1995-1999,Etoy,Crop cultivation,cadmium,0.15,-,1998,16.04.1998
2015-2019,Birwinken,Crop cultivation,cadmium,0.26,-,2018,08.03.2018
1990-1994,Kappelen,Deciduous forest,cadmium,0.29,-,1993,31.08.1993
1990-1994,Albula/Alvra,Coniferous forest,cadmium,0.13,-,1993,01.07.1993
1985-1989,Kappelen,Deciduous forest,cadmium,0.28,-,1988,31.08.1988
1995-1999,Kappelen,Deciduous forest,cadmium,0.3,-,1998,08.01.1998
1990-1994,Niederlenz,Deciduous forest,cadmium,0.29,-,1994,15.03.1994
1985-1989,Frauenfeld,Deciduous forest,cadmium,0.22,-,1988,20.09.1988
1990-1994,Rothenfluh,Deciduous forest,cadmium,1.01,-,1994,28.09.1994
1990-1994,Frauenfeld,Deciduous forest,cadmium,0.18,-,1993,01.09.1993
1995-1999,Jussy,Deciduous forest,cadmium,0.15,-,1999,09.06.1999
2005-2009,Rothenfluh,Deciduous forest,cadmium,1.01,-,2009,29.04.2009
1985-1989,Albula/Alvra,Coniferous forest,cadmium,0.11,-,1988,28.07.1988
1985-1989,Davos,Coniferous forest,cadmium,0.2,-,1989,18.10.1989
1985-1989,Gsteig,Coniferous forest,cadmium,0.12,-,1988,24.08.1988
1985-1989,Santa Maria in Calanca,Coniferous forest,cadmium,0.19,-,1988,09.11.1988
1995-1999,Santa Maria in Calanca,Coniferous forest,cadmium,0.2,-,1998,17.03.1998
1985-1989,Jussy,Deciduous forest,cadmium,0.14,-,1989,05.07.1989
1995-1999,Niederlenz,Deciduous forest,cadmium,0.29,-,1999,09.03.1999
1990-1994,Davos,Coniferous forest,cadmium,0.12,-,1994,04.10.1994
1995-1999,Davos,Coniferous forest,cadmium,0.2,-,1999,03.08.1999
2010-2014,Wald (ZH),Coniferous forest,cadmium,0.46,-,2013,03.06.2013
2005-2009,Wald (ZH),Coniferous forest,cadmium,0.3,-,2008,28.05.2008
1990-1994,Erstfeld,Grassland,cadmium,0.53,-,1994,20.07.1994
1995-1999,Wald (ZH),Coniferous forest,cadmium,0.37,-,1998,28.08.1998
2000-2004,Wald (ZH),Coniferous forest,cadmium,0.36,-,2003,15.04.2003
2000-2004,Erstfeld,Grassland,cadmium,0.51,-,2004,14.04.2004
1995-1999,Erstfeld,Grassland,cadmium,0.51,-,1999,01.06.1999
1985-1989,Entlebuch,Grassland,cadmium,0.21,-,1988,15.06.1988
1985-1989,Erstfeld,Grassland,cadmium,0.52,-,1989,11.05.1989
2005-2009,Erstfeld,Grassland,cadmium,0.46,-,2009,09.04.2009
1985-1989,Visp,Coniferous forest,cadmium,0.11,-,1989,08.08.1989
1995-1999,Visp,Coniferous forest,cadmium,0.12,-,1999,01.06.1999
1990-1994,Scuol,Coniferous forest,cadmium,0.08,-,1993,30.06.1993
1985-1989,Scuol,Coniferous forest,cadmium,0.08,-,1988,10.08.1988
1995-1999,Scuol,Coniferous forest,cadmium,0.1,-,1998,17.07.1998
1995-1999,Albula/Alvra,Coniferous forest,cadmium,0.14,-,1998,16.07.1998
1985-1989,Wald (ZH),Coniferous forest,cadmium,0.38,-,1988,06.09.1988
